sys,sysname,arch,cpu-clock,isa,l1d_assoc,l1d_cache_lines,l1d_shared_by_threads,l1d_size,l2_assoc,l2_cache_lines,l2_shared_by_threads,l2_size,l3_assoc,l3_cache_lines,l3_shared_by_threads,l3_size,mem-size,mem-type,mem_clock,num-cpus,bus_speed,PS,executable,no_of_procs,runtime
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_1,1,71.15
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_10,10,7.88
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_11,11,7.11
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_12,12,6.6
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_13,13,6.11
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_14,14,5.78
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_15,15,5.41
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_16,16,5.22
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_17,17,5.22
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_18,18,4.87
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_19,19,5.02
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_2,2,35.68
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_20,20,4.7
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_21,21,4.56
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_22,22,4.45
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_23,23,4.4
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_24,24,4.35
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_25,25,4.1
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_26,26,3.91
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_27,27,3.82
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_28,28,3.71
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_29,29,3.6
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_3,3,24.81
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_30,30,3.53
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_31,31,3.42
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_32,32,3.36
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_4,4,19.16
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_5,5,15.45
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_6,6,12.94
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_7,7,11.18
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_8,8,9.74
hpcserver1010071160,Supermicro_X9DR3-F,IntelXeonE52640v2_DDR31600_32GB,2,X86_64,8,64,1,32,8,64,1,256,20,64,16,20480,32,DDR3,1600,16,29491.2,B,npb_ep.B.x_9,9,8.64
lab007068,Dell_Optiplex_3040,IntelCorei56500_DDR42400_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2400,4,4096,B,npb_ep.B.x_1,1,45.24
lab007068,Dell_Optiplex_3040,IntelCorei56500_DDR42400_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2400,4,4096,B,npb_ep.B.x_2,2,23.88
lab007068,Dell_Optiplex_3040,IntelCorei56500_DDR42400_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2400,4,4096,B,npb_ep.B.x_3,3,16.78
lab007068,Dell_Optiplex_3040,IntelCorei56500_DDR42400_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2400,4,4096,B,npb_ep.B.x_4,4,14.16
lab007068,Dell_Optiplex_3040,IntelCorei56500_DDR42400_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2400,4,4096,B,npb_ep.B.x_5,5,13.98
lab007068,Dell_Optiplex_3040,IntelCorei56500_DDR42400_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2400,4,4096,B,npb_ep.B.x_6,6,14.1
lab007068,Dell_Optiplex_3040,IntelCorei56500_DDR42400_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2400,4,4096,B,npb_ep.B.x_7,7,14.23
lab007068,Dell_Optiplex_3040,IntelCorei56500_DDR42400_4GB,3.2,X86_64,8,64,1,32,4,64,1,256,12,64,4,6144,4,DDR4,2400,4,4096,B,npb_ep.B.x_8,8,14.08
lab00801,Dell_Optiplex_3020,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,4,1024,B,npb_ep.B.x_1,1,45.28
lab00801,Dell_Optiplex_3020,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,4,1024,B,npb_ep.B.x_2,2,22.85
lab00801,Dell_Optiplex_3020,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,4,1024,B,npb_ep.B.x_3,3,15.74
lab00801,Dell_Optiplex_3020,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,4,1024,B,npb_ep.B.x_4,4,12.04
lab00801,Dell_Optiplex_3020,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,4,1024,B,npb_ep.B.x_5,5,12.4
lab00801,Dell_Optiplex_3020,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,4,1024,B,npb_ep.B.x_6,6,14.89
lab00801,Dell_Optiplex_3020,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,4,1024,B,npb_ep.B.x_7,7,13.71
lab00801,Dell_Optiplex_3020,IntelCorei53470_DDR31600_4GB,3.2,X86_64,8,64,1,32,8,64,1,256,12,64,4,6144,4,DDR3,1600,4,1024,B,npb_ep.B.x_8,8,12.23
pankaj_laptop,Lenovo_Tecra_A11,IntelCorei7620M_DDR31067_4GB,2.6,X86_64,8,64,1,32,8,64,1,256,16,64,2,4096,4,DDR3,1066,2,1024,B,npb_ep.B.x_1,1,68.41
pankaj_laptop,Lenovo_Tecra_A11,IntelCorei7620M_DDR31067_4GB,2.6,X86_64,8,64,1,32,8,64,1,256,16,64,2,4096,4,DDR3,1066,2,1024,B,npb_ep.B.x_2,2,37.13
pankaj_laptop,Lenovo_Tecra_A11,IntelCorei7620M_DDR31067_4GB,2.6,X86_64,8,64,1,32,8,64,1,256,16,64,2,4096,4,DDR3,1066,2,1024,B,npb_ep.B.x_3,3,29.14
pankaj_laptop,Lenovo_Tecra_A11,IntelCorei7620M_DDR31067_4GB,2.6,X86_64,8,64,1,32,8,64,1,256,16,64,2,4096,4,DDR3,1066,2,1024,B,npb_ep.B.x_4,4,25.3
pankaj_laptop,Lenovo_Tecra_A11,IntelCorei7620M_DDR31067_4GB,2.6,X86_64,8,64,1,32,8,64,1,256,16,64,2,4096,4,DDR3,1066,2,1024,B,npb_ep.B.x_5,5,24.84
pankaj_laptop,Lenovo_Tecra_A11,IntelCorei7620M_DDR31067_4GB,2.6,X86_64,8,64,1,32,8,64,1,256,16,64,2,4096,4,DDR3,1066,2,1024,B,npb_ep.B.x_6,6,24.85
pankaj_laptop,Lenovo_Tecra_A11,IntelCorei7620M_DDR31067_4GB,2.6,X86_64,8,64,1,32,8,64,1,256,16,64,2,4096,4,DDR3,1066,2,1024,B,npb_ep.B.x_7,7,25.54
pankaj_laptop,Lenovo_Tecra_A11,IntelCorei7620M_DDR31067_4GB,2.6,X86_64,8,64,1,32,8,64,1,256,16,64,2,4096,4,DDR3,1066,2,1024,B,npb_ep.B.x_8,8,24.89
